from_type,from_id,relationship,to_type,to_id
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,TAX/2425/000548
GSTIN,33NZJPJ8685WOZ1,ISSUED_INVOICE,Invoice,GST-2425-559
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,INV-2425-000028
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,TAX/2425/0095
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,B2B2425000281
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,B2B-2425-00315
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,24250391
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,SI/2425/392
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,TAX/2425/0476
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,INV-2425-000028
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,TAX/2425/0095
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,B2B2425000281
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,B2B-2425-00315
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,SI/2425/392
GSTIN,33NZJPJ8685WOZ1,RECEIVED_INVOICE,Invoice,TAX/2425/0476
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR1
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR2B
GSTIN,33NZJPJ8685WOZ1,FILED_RETURN,Return,GSTR3B
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,32DMTBE6740M8Z7
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,06NQQPY4472HPZ3
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,18GDFBX5712POZS
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,06WCBJC5618JFZ7
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,34RHBCP5429NBZ0
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,09VCYCP9274P5Z3
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,10ZICJD5474UMZ1
GSTIN,33NZJPJ8685WOZ1,TRANSACTS_WITH,GSTIN,06JISJR0069HKZG
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,24250062
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,INV-2425-000074
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,SI/2425/392
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,SI2425000488
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,TAX/2425/00504
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,B2B-2425-0531
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,24250062
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,INV-2425-000074
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,SI/2425/392
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,SI2425000488
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,TAX/2425/00504
GSTIN,15JRSBT6524ILZ6,ISSUED_INVOICE,Invoice,B2B-2425-0531
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,SI2425008
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,B2B-2425-000047
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,B2B-2425-0152
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,SI2425000259
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,B2B2425309
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,GST-2425-00416
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,GST/2425/428
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,2425522
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,24250577
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,SI2425008
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,B2B-2425-000047
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,B2B-2425-0152
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,SI2425000259
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,B2B2425309
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,GST-2425-00416
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,GST/2425/428
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,2425522
GSTIN,15JRSBT6524ILZ6,RECEIVED_INVOICE,Invoice,24250577
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR1
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR2B
GSTIN,15JRSBT6524ILZ6,FILED_RETURN,Return,GSTR3B
GSTIN,15JRSBT6524ILZ6,TRANSACTS_WITH,GSTIN,33NZJPJ8685WOZ1
GSTIN,15JRSBT6524ILZ6,TRANSACTS_WITH,GSTIN,12WKQCH8988A7ZW
GSTIN,15JRSBT6524ILZ6,TRANSACTS_WITH,GSTIN,27BMFJL3720GXZO
GSTIN,15JRSBT6524ILZ6,TRANSACTS_WITH,GSTIN,23ZNYBI1921NDZD
GSTIN,15JRSBT6524ILZ6,TRANSACTS_WITH,GSTIN,22SAYPV7763CRZW
GSTIN,15JRSBT6524ILZ6,TRANSACTS_WITH,GSTIN,21MHKGQ5458X2ZE
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,B2B-2425-000036
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,B2B/2425/0094
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,2425/0115
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,TAX/2425/0117
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST/2425/0136
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI2425268
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,INV/2425/000300
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST/2425/00318
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,242500363
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST2425404
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI2425417
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST2425000431
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,2425442
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI-2425-00449
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST-2425-0454
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,B2B-2425-0482
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI24250561
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,B2B-2425-000036
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,B2B/2425/0094
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,2425/0115
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,TAX/2425/0117
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST/2425/0136
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI2425268
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,INV/2425/000300
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST/2425/00318
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,242500363
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST2425404
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI2425417
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST2425000431
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,2425442
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI-2425-00449
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,GST-2425-0454
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,B2B-2425-0482
GSTIN,05JRSBT6524IEZE,ISSUED_INVOICE,Invoice,SI24250561
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,B2B2425000267
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,2425-343
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,TAX2425000347
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,2425-0350
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,B2B-2425-00384
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,SI-2425-414
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,GST242500424
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,GST2425446
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,TAX242500451
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,INV/2425/555
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,B2B/2425/000587
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,B2B2425000267
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,2425-343
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,TAX2425000347
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,2425-0350
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,B2B-2425-00384
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,SI-2425-414
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,GST242500424
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,GST2425446
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,TAX242500451
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,INV/2425/555
GSTIN,05JRSBT6524IEZE,RECEIVED_INVOICE,Invoice,B2B/2425/000587
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR1
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR2B
GSTIN,05JRSBT6524IEZE,FILED_RETURN,Return,GSTR3B
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,03QAHFE7680NZZM
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,32DMTBE6740M8Z7
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,10NGQBJ4498IOZV
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,18PSFGQ4980NTZ8
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,07LABCR0354BNZ2
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,27BMFJL3720GXZO
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,23ZNYBI1921NDZD
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,22SAYPV7763CRZW
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,20SOELV7154AUZ7
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,16RNUCV0563YVZX
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,35DDMPR5986XVZY
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,22TVHPP6202IAZZ
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,02YKTPZ6224AQZR
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,04RCLJF0323YNZH
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,35SHYPB4339MYZD
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,04CJJGW2962SNZ4
GSTIN,05JRSBT6524IEZE,TRANSACTS_WITH,GSTIN,26WJNGF2848X6ZX
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,2425-00007
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,2425000016
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,TAX-2425-000093
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,GST-2425-00237
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,GST2425333
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,INV-2425-000358
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,2425-0396
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,INV2425525
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,2425-00007
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,2425000016
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,TAX-2425-000093
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,GST-2425-00237
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,GST2425333
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,INV-2425-000358
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,2425-0396
GSTIN,37OSFJM8611XFZ8,ISSUED_INVOICE,Invoice,INV2425525
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,2425-00079
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST-2425-127
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,TAX2425000183
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST24250234
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST24250269
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,B2B-2425-327
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST/2425/00346
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,B2B/2425/00430
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,TAX-2425-00433
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,TAX/2425/444
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,2425/000473
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,2425-00079
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST-2425-127
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,TAX2425000183
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST24250234
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST24250269
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,B2B-2425-327
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,GST/2425/00346
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,TAX-2425-00433
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,TAX/2425/444
GSTIN,37OSFJM8611XFZ8,RECEIVED_INVOICE,Invoice,2425/000473
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR1
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR2B
GSTIN,37OSFJM8611XFZ8,FILED_RETURN,Return,GSTR3B
GSTIN,37OSFJM8611XFZ8,TRANSACTS_WITH,GSTIN,10NGQBJ4498IOZV
GSTIN,37OSFJM8611XFZ8,TRANSACTS_WITH,GSTIN,01DEMBO8806RVZQ
GSTIN,37OSFJM8611XFZ8,TRANSACTS_WITH,GSTIN,18PSFGQ4980NTZ8
GSTIN,37OSFJM8611XFZ8,TRANSACTS_WITH,GSTIN,23ZNYBI1921NDZD
GSTIN,37OSFJM8611XFZ8,TRANSACTS_WITH,GSTIN,08BYBAH1011VBZU
GSTIN,37OSFJM8611XFZ8,TRANSACTS_WITH,GSTIN,01ANHAR2967D4ZW
GSTIN,37OSFJM8611XFZ8,TRANSACTS_WITH,GSTIN,02TQTFI5946D6ZP
GSTIN,32DMTBE6740M8Z7,ISSUED_INVOICE,Invoice,TAX2425000018
GSTIN,32DMTBE6740M8Z7,ISSUED_INVOICE,Invoice,GST-2425-087
GSTIN,32DMTBE6740M8Z7,ISSUED_INVOICE,Invoice,TAX2425219
GSTIN,32DMTBE6740M8Z7,ISSUED_INVOICE,Invoice,GST/2425/00314
GSTIN,32DMTBE6740M8Z7,ISSUED_INVOICE,Invoice,2425-00408
